,player,Op,NOI,Bat_Avg,Bowl_Avg,Centuries,Fifties,Zeros,Highest_Score,Avg_Bat_SR,Avg_Bowl_SR,FF
1551,E Chigumbura,Afghanistan,15,12.6,0.0,0.0,0.0,3,33.0,100.71,0.0,0
1552,E Chigumbura,Hong Kong,3,0.0,0.0,0.0,0.0,0,30.0,230.76,0.0,0
1553,E Chigumbura,Canada,12,27.5,25.5,0.0,0.0,0,30.0,200.0,18.0,0
1554,E Chigumbura,Netherlands,6,14.5,0.0,0.0,0.0,3,29.0,80.56,0.0,0
1555,E Chigumbura,South Africa,15,8.4,0.0,0.0,0.0,6,26.0,76.81,0.0,0
1556,E Chigumbura,Ireland,3,0.0,0.0,0.0,0.0,0,22.0,169.23,0.0,0
1557,E Chigumbura,Scotland,3,20.0,0.0,0.0,0.0,0,20.0,117.64,0.0,0
1558,E Chigumbura,Sri Lanka,15,8.0,22.0,0.0,0.0,0,19.0,100.0,12.0,0
1559,E Chigumbura,England,6,8.0,7.75,0.0,0.0,0,8.0,160.0,6.0,3
1560,E Chigumbura,Australia,12,6.5,6.67,0.0,0.0,0,7.0,84.44,6.0,0
1561,E Chigumbura,Bangladesh,21,3.0,38.0,0.0,0.0,6,5.0,44.44,18.0,0
1562,R Mutumbami,Bangladesh,15,25.33,0.0,0.0,3.0,0,54.0,124.49,0.0,0
1563,R Mutumbami,Afghanistan,15,15.8,0.0,0.0,0.0,0,43.0,101.74,0.0,0
1564,R Mutumbami,Nepal,6,57.0,0.0,0.0,0.0,0,40.0,124.55,0.0,0
1565,R Mutumbami,Scotland,3,19.0,0.0,0.0,0.0,0,19.0,111.76,0.0,0
1566,R Mutumbami,Pakistan,9,8.0,0.0,0.0,0.0,0,9.0,63.49,0.0,0
1567,R Mutumbami,Ireland,3,2.5,0.0,0.0,0.0,0,5.0,166.66,0.0,0
1568,R Mutumbami,Singapore,3,2.5,0.0,0.0,0.0,0,5.0,125.0,0.0,0
1569,R Mutumbami,India,3,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0
1570,R Mutumbami,Hong Kong,3,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0
1571,RW Chakabva,Singapore,6,27.0,0.0,0.0,0.0,0,48.0,169.17,0.0,0
1572,RW Chakabva,Afghanistan,6,81.0,0.0,0.0,0.0,0,42.0,156.38,0.0,0
1573,RW Chakabva,New Zealand,6,6.5,0.0,0.0,0.0,3,13.0,38.24,0.0,0
1574,RW Chakabva,Nepal,6,3.0,0.0,0.0,0.0,3,6.0,27.27,0.0,0
1575,RW Chakabva,Bangladesh,9,1.33,0.0,0.0,0.0,6,4.0,12.12,0.0,0
1576,RW Chakabva,Pakistan,3,1.0,0.0,0.0,0.0,0,1.0,16.66,0.0,0
1577,T Munyonga,Singapore,6,45.0,0.0,0.0,0.0,0,44.0,116.66,0.0,0
1578,T Munyonga,Nepal,6,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0
1579,T Munyonga,Bangladesh,0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0
1580,TK Musakanda,Pakistan,6,38.0,0.0,0.0,0.0,0,43.0,136.43,0.0,0
1581,TK Musakanda,Australia,6,11.0,0.0,0.0,0.0,0,12.0,131.43,0.0,0
1582,TK Musakanda,South Africa,6,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0
1583,LM Jongwe,Bangladesh,18,8.5,52.0,0.0,0.0,6,34.0,29.82,23.67,0
1584,LM Jongwe,Afghanistan,12,8.0,37.0,0.0,0.0,0,11.0,193.33,21.0,0
1585,LM Jongwe,Pakistan,12,5.0,11.0,0.0,0.0,0,8.0,73.8,12.0,0
1586,CT Mutombodzi,Singapore,9,16.0,0.0,0.0,0.0,0,32.0,128.0,0.0,0
1587,CT Mutombodzi,Bangladesh,18,26.17,50.0,0.0,0.0,0,27.0,101.75,42.0,0
1588,CT Mutombodzi,Afghanistan,9,21.0,9.0,0.0,0.0,0,20.0,72.62,9.0,0
1589,CT Mutombodzi,Nepal,12,10.0,12.0,0.0,0.0,3,20.0,45.45,15.0,0
1590,CT Mutombodzi,India,6,1.5,0.0,0.0,0.0,3,3.0,18.75,0.0,0
1591,CT Mutombodzi,West Indies,12,1.5,24.0,0.0,0.0,0,2.0,50.0,18.0,0
1592,N Madziva,Bangladesh,30,7.6,18.5,0.0,0.0,3,28.0,60.17,13.83,3
1593,N Madziva,Afghanistan,15,13.0,0.0,0.0,0.0,0,15.0,146.75,0.0,0
1594,N Madziva,India,21,10.0,65.5,0.0,0.0,0,14.0,96.67,42.5,0
1595,N Madziva,Singapore,6,0.0,32.0,0.0,0.0,0,4.0,100.0,18.0,0
1596,N Madziva,Nepal,3,0.0,31.0,0.0,0.0,0,,0.0,24.0,0
1597,B Mavuta,South Africa,12,35.0,24.0,0.0,0.0,0,28.0,158.33,24.0,0
1598,B Mavuta,Australia,6,0.0,0.0,0.0,0.0,0,6.0,200.0,0.0,0
1599,TS Kamunhukamwe,Bangladesh,3,22.0,0.0,0.0,0.0,0,28.0,126.67,0.0,0
1600,KM Jarvis,Bangladesh,9,13.5,12.6,0.0,0.0,0,27.0,135.0,9.6,0
1601,KM Jarvis,Afghanistan,18,5.33,31.5,0.0,0.0,0,15.0,89.58,21.67,0
1602,KM Jarvis,South Africa,15,4.5,28.67,0.0,0.0,3,9.0,40.9,18.0,0
1603,KM Jarvis,Netherlands,12,3.0,29.0,0.0,0.0,0,2.0,45.0,15.0,0
1604,KM Jarvis,West Indies,6,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0
1605,KM Jarvis,Ireland,9,0.0,24.33,0.0,0.0,3,0.0,0.0,13.22,0
1606,KM Jarvis,Pakistan,12,0.0,10.8,0.0,0.0,3,0.0,0.0,12.0,0
1607,KM Jarvis,New Zealand,15,0.0,22.5,0.0,0.0,3,0.0,0.0,14.0,0
1608,KM Jarvis,Sri Lanka,6,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0
1609,CT Mumba,Bangladesh,6,25.5,0.0,0.0,0.0,0,25.0,137.5,0.0,0
1610,T Maruma,India,3,0.0,0.0,0.0,0.0,0,23.0,176.92,0.0,0
1611,T Maruma,United Arab Emirates,3,0.0,0.0,0.0,0.0,0,22.0,157.14,0.0,0
1612,T Maruma,Ireland,3,0.0,0.0,0.0,0.0,0,13.0,144.44,0.0,0
1613,T Maruma,Nepal,3,12.0,0.0,0.0,0.0,0,12.0,57.14,0.0,0
1614,T Maruma,Pakistan,12,5.67,0.0,0.0,0.0,3,10.0,51.56,0.0,0
1615,T Maruma,Canada,6,4.0,8.0,0.0,0.0,0,4.0,50.0,12.0,0
1616,T Maruma,New Zealand,3,4.0,0.0,0.0,0.0,0,4.0,36.36,0.0,0
1617,T Maruma,Sri Lanka,3,3.0,0.0,0.0,0.0,0,3.0,75.0,0.0,0
1618,T Maruma,Bangladesh,3,1.0,0.0,0.0,0.0,0,1.0,50.0,0.0,0
1619,T Maruma,Singapore,3,1.0,0.0,0.0,0.0,0,1.0,33.33,0.0,0
1620,T Maruma,Netherlands,3,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0
1621,DT Tiripano,Bangladesh,4,20.0,0.0,0.0,0.0,0,20.0,153.84,0.0,0
1622,DT Tiripano,Netherlands,6,14.0,0.0,0.0,0.0,0,14.0,116.66,0.0,0
1623,DT Tiripano,India,12,5.5,16.5,0.0,0.0,0,11.0,78.57,16.5,0
1624,DT Tiripano,Afghanistan,15,2.0,52.5,0.0,0.0,0,2.0,75.0,30.0,0
1625,DT Tiripano,Hong Kong,6,0.0,13.5,0.0,0.0,3,0.0,0.0,12.0,0
1626,DT Tiripano,Australia,6,0.0,27.0,0.0,0.0,3,0.0,0.0,21.67,0
1627,DT Tiripano,Scotland,3,0.0,10.0,0.0,0.0,0,,0.0,10.33,0
1628,BB Chari,Nepal,6,9.5,0.0,0.0,0.0,3,19.0,52.78,0.0,0
1629,BB Chari,Singapore,3,2.0,0.0,0.0,0.0,0,2.0,22.22,0.0,0
1630,CB Mpofu,Netherlands,12,17.0,19.25,0.0,0.0,3,17.0,94.44,12.0,0
1631,CB Mpofu,New Zealand,12,6.0,0.0,0.0,0.0,3,6.0,100.0,0.0,0
1632,CB Mpofu,Pakistan,18,1.0,27.17,0.0,0.0,0,4.0,100.0,17.17,0
1633,CB Mpofu,India,15,1.0,19.83,0.0,0.0,0,3.0,150.0,14.0,0
1634,CB Mpofu,Australia,6,3.0,0.0,0.0,0.0,0,3.0,18.75,0.0,0
1635,CB Mpofu,Bangladesh,11,4.0,29.89,0.0,0.0,3,2.0,66.66,15.89,0
1636,CB Mpofu,South Africa,15,0.0,34.75,0.0,0.0,3,0.0,0.0,23.17,0
1637,CB Mpofu,Sri Lanka,12,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0
1638,CB Mpofu,Canada,3,0.0,6.0,0.0,0.0,0,,0.0,24.0,0
1639,CB Mpofu,West Indies,6,0.0,13.67,0.0,0.0,0,,0.0,16.0,0
1640,CB Mpofu,Afghanistan,9,0.0,24.5,0.0,0.0,0,,0.0,16.17,3
1641,CB Mpofu,Ireland,6,0.0,46.0,0.0,0.0,0,,0.0,36.0,0
1642,TS Chisoro,South Africa,12,16.0,0.0,0.0,0.0,0,14.0,83.64,0.0,0
1643,TS Chisoro,Afghanistan,12,3.0,33.0,0.0,0.0,0,10.0,142.85,24.0,0
1644,TS Chisoro,Bangladesh,15,2.33,10.57,0.0,0.0,0,7.0,70.0,13.71,0
1645,TS Chisoro,Australia,6,6.0,0.0,0.0,0.0,0,6.0,85.71,0.0,0
1646,TS Chisoro,Pakistan,9,0.5,33.0,0.0,0.0,0,1.0,50.0,24.0,0
1647,TL Chatara,Afghanistan,18,3.75,21.67,0.0,0.0,0,8.0,92.14,14.0,0
1648,TL Chatara,Netherlands,9,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0
1649,TL Chatara,India,6,0.0,61.0,0.0,0.0,0,,0.0,48.0,0
1650,TL Chatara,West Indies,3,0.0,46.0,0.0,0.0,0,,0.0,24.0,0
1651,TL Chatara,Bangladesh,6,0.0,31.0,0.0,0.0,0,,0.0,21.0,0
1652,TL Chatara,Pakistan,3,0.0,15.0,0.0,0.0,0,,0.0,12.0,0
1653,TL Chatara,Ireland,9,0.0,19.5,0.0,0.0,0,,0.0,15.0,0
1654,TL Chatara,United Arab Emirates,3,0.0,10.5,0.0,0.0,0,,0.0,12.0,0
1655,TL Chatara,Hong Kong,3,0.0,14.0,0.0,0.0,0,,0.0,12.0,0
1656,TL Chatara,Scotland,3,0.0,12.0,0.0,0.0,0,,0.0,9.0,0
1657,TL Chatara,Nepal,6,0.0,26.0,0.0,0.0,0,,0.0,24.0,0
1658,TL Chatara,Singapore,3,0.0,28.0,0.0,0.0,0,,0.0,24.0,0
1659,WP Masakadza,Bangladesh,9,6.0,28.5,0.0,0.0,0,6.0,75.0,24.0,0
1660,WP Masakadza,Afghanistan,15,5.0,82.0,0.0,0.0,0,6.0,242.86,54.0,0
1661,WP Masakadza,Scotland,6,0.0,7.0,0.0,0.0,0,4.0,66.66,6.0,3
1662,WP Masakadza,Australia,6,3.0,32.0,0.0,0.0,0,3.0,100.0,24.0,0
1663,WP Masakadza,Hong Kong,6,2.0,30.0,0.0,0.0,0,2.0,40.0,24.0,0
1664,WP Masakadza,Pakistan,3,0.0,30.0,0.0,0.0,0,,0.0,24.0,0
1665,WP Masakadza,Nepal,3,0.0,19.0,0.0,0.0,0,,0.0,24.0,0
1666,WP Masakadza,Singapore,6,0.0,34.0,0.0,0.0,0,,0.0,18.0,0
1667,W Madhevere,Bangladesh,6,2.67,25.0,0.0,0.0,1,4.0,53.33,21.0,0
1668,A Ndlovu,Bangladesh,6,2.0,0.0,0.0,0.0,0,2.0,50.0,0.0,0
1669,A Ndlovu,Afghanistan,6,0.0,58.0,0.0,0.0,0,,0.0,48.0,0
1670,B Muzarabani,Australia,9,1.0,11.8,0.0,0.0,0,1.0,50.0,9.6,0
1671,B Muzarabani,Afghanistan,9,0.0,21.0,0.0,0.0,3,0.0,0.0,12.0,0
1672,B Muzarabani,Pakistan,9,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0
1673,R Ngarava,Singapore,3,0.0,24.0,0.0,0.0,0,,0.0,12.0,0
1674,WT Mashinge,Nepal,3,0.0,37.0,0.0,0.0,0,,0.0,18.0,0
1675,WT Mashinge,Singapore,3,0.0,0.0,0.0,0.0,0,,0.0,0.0,0
1676,D Jakiel,Nepal,3,0.0,17.0,0.0,0.0,0,,0.0,18.0,0
1677,D Jakiel,Singapore,3,0.0,13.5,0.0,0.0,0,,0.0,12.0,0
1678,CK Tshuma,Bangladesh,1,0.0,0.0,0.0,0.0,0,,0.0,0.0,0
1679,DMW Rawlins,United States of America,12,37.5,16.0,0.0,3.0,0,63.0,113.98,16.0,0
1680,DMW Rawlins,Cayman Islands,6,49.0,0.0,0.0,0.0,0,49.0,158.06,0.0,0
1681,DMW Rawlins,Scotland,6,46.0,0.0,0.0,0.0,0,46.0,219.04,0.0,0
1682,DMW Rawlins,Kenya,6,37.0,0.0,0.0,0.0,0,37.0,142.3,0.0,0
1683,DMW Rawlins,Papua New Guinea,6,25.0,0.0,0.0,0.0,0,25.0,147.05,0.0,0
1684,DMW Rawlins,Netherlands,6,16.0,50.0,0.0,0.0,0,16.0,177.77,24.0,0
1685,DMW Rawlins,Canada,12,3.0,23.0,0.0,0.0,3,6.0,30.0,24.0,0
1686,DMW Rawlins,Namibia,6,6.0,0.0,0.0,0.0,0,6.0,42.85,0.0,0
1687,DMW Rawlins,Singapore,6,1.0,0.0,0.0,0.0,0,1.0,12.5,0.0,0
1688,JJ Tucker,Singapore,6,0.0,16.0,0.0,3.0,0,50.0,147.05,12.0,0
1689,JJ Tucker,Kenya,6,22.0,0.0,0.0,0.0,0,22.0,66.66,0.0,0
1690,JJ Tucker,Netherlands,6,12.0,0.0,0.0,0.0,0,12.0,80.0,0.0,0
1691,JJ Tucker,Namibia,3,6.0,0.0,0.0,0.0,0,6.0,60.0,0.0,0
1692,JJ Tucker,Papua New Guinea,6,4.0,0.0,0.0,0.0,0,4.0,80.0,0.0,0
1693,AC Douglas,Cayman Islands,6,47.0,3.6,0.0,0.0,0,47.0,167.85,2.8,3
1694,AC Douglas,Canada,6,16.0,0.0,0.0,0.0,0,31.0,74.5,0.0,0
1695,AC Douglas,Netherlands,3,23.0,0.0,0.0,0.0,0,23.0,95.83,0.0,0
1696,AC Douglas,United States of America,9,8.5,0.0,0.0,0.0,0,14.0,80.3,0.0,0
1697,AC Douglas,Papua New Guinea,3,12.0,0.0,0.0,0.0,0,12.0,109.09,0.0,0
1698,AC Douglas,Scotland,3,5.0,0.0,0.0,0.0,0,5.0,50.0,0.0,0
1699,AC Douglas,Kenya,3,2.0,0.0,0.0,0.0,0,2.0,22.22,0.0,0
1700,KS Leverock,Scotland,6,0.0,19.5,0.0,0.0,0,43.0,179.16,12.0,0
1701,KS Leverock,Canada,6,22.0,0.0,0.0,0.0,0,33.0,79.08,0.0,0
1702,KS Leverock,Netherlands,6,31.0,43.0,0.0,0.0,0,31.0,206.66,24.0,0
1703,KS Leverock,Cayman Islands,9,46.0,0.0,0.0,0.0,0,28.0,99.24,0.0,0
1704,KS Leverock,Singapore,6,18.0,0.0,0.0,0.0,0,18.0,300.0,0.0,0
1705,KS Leverock,United States of America,9,8.0,26.0,0.0,0.0,3,16.0,61.54,24.0,0
1706,KS Leverock,Kenya,6,3.0,15.0,0.0,0.0,0,3.0,75.0,12.0,0
1707,KS Leverock,Papua New Guinea,6,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0
1708,KS Leverock,Namibia,6,0.0,6.33,0.0,0.0,3,0.0,0.0,8.0,0
1709,O Bascome,Namibia,3,37.0,0.0,0.0,0.0,0,37.0,119.35,0.0,0
1710,O Bascome,United States of America,6,28.0,0.0,0.0,0.0,0,35.0,171.14,0.0,0
1711,O Bascome,Canada,6,15.5,0.0,0.0,0.0,0,23.0,76.02,0.0,0
1712,O Bascome,Cayman Islands,3,6.0,0.0,0.0,0.0,0,6.0,100.0,0.0,0
1713,O Bascome,Papua New Guinea,3,6.0,0.0,0.0,0.0,0,6.0,120.0,0.0,0
1714,O Bascome,Netherlands,3,6.0,0.0,0.0,0.0,0,6.0,100.0,0.0,0
1715,O Bascome,Singapore,3,4.0,0.0,0.0,0.0,0,4.0,28.57,0.0,0
1716,O Bascome,Scotland,3,1.0,0.0,0.0,0.0,0,1.0,9.09,0.0,0
1717,O Bascome,Kenya,3,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0
1718,DAP Darrell,United States of America,6,32.0,0.0,0.0,0.0,0,30.0,98.54,0.0,0
1719,DAP Darrell,Singapore,3,18.0,0.0,0.0,0.0,0,18.0,100.0,0.0,0
1720,DAP Darrell,Canada,9,7.5,0.0,0.0,0.0,0,10.0,75.0,0.0,0
1721,DAP Darrell,Netherlands,3,7.0,0.0,0.0,0.0,0,7.0,50.0,0.0,0
1722,DAP Darrell,Kenya,3,4.0,0.0,0.0,0.0,0,4.0,66.66,0.0,0
1723,DAP Darrell,Cayman Islands,3,1.0,0.0,0.0,0.0,0,2.0,50.0,0.0,0
1724,DAP Darrell,Namibia,3,2.0,0.0,0.0,0.0,0,2.0,33.33,0.0,0
1725,DAP Darrell,Papua New Guinea,3,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0
1726,TS Fray,Singapore,3,29.0,0.0,0.0,0.0,0,29.0,93.54,0.0,0
1727,TS Fray,Namibia,3,16.0,0.0,0.0,0.0,0,16.0,133.33,0.0,0
1728,TS Fray,Cayman Islands,6,5.0,0.0,0.0,0.0,3,10.0,31.25,0.0,0
1729,TS Fray,United States of America,6,4.0,0.0,0.0,0.0,3,8.0,21.05,0.0,0
1730,TS Fray,Scotland,3,6.0,0.0,0.0,0.0,0,6.0,100.0,0.0,0
1731,TS Fray,Kenya,3,3.0,0.0,0.0,0.0,0,3.0,42.85,0.0,0
1732,TS Fray,Canada,6,1.0,0.0,0.0,0.0,3,1.0,100.0,0.0,0
1733,MO Jones,United States of America,12,34.0,12.0,0.0,0.0,0,27.0,100.21,10.0,0
1734,MO Jones,Canada,9,11.0,0.0,0.0,0.0,0,21.0,80.0,0.0,0
1735,MO Jones,Papua New Guinea,6,11.0,0.0,0.0,0.0,0,11.0,64.7,0.0,0
1736,MO Jones,Singapore,6,0.0,24.0,0.0,0.0,0,9.0,225.0,18.0,0
1737,MO Jones,Namibia,6,5.0,0.0,0.0,0.0,0,5.0,45.45,0.0,0
1738,MO Jones,Cayman Islands,3,0.0,0.0,0.0,0.0,0,,0.0,0.0,0
1739,DL Brangman,Namibia,6,0.0,0.0,0.0,0.0,0,23.0,109.52,0.0,0
1740,DL Brangman,Papua New Guinea,6,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0
1741,DL Brangman,Canada,6,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0
1742,DL Brangman,Netherlands,6,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0
1743,DL Brangman,Cayman Islands,3,0.0,19.0,0.0,0.0,0,,0.0,12.0,0
1744,OGL Bascome,Cayman Islands,12,20.0,6.25,0.0,0.0,0,22.0,119.23,10.5,3
1745,OGL Bascome,United States of America,9,27.0,10.67,0.0,0.0,0,20.0,117.62,8.0,0
1746,OGL Bascome,Canada,9,8.0,32.0,0.0,0.0,0,14.0,53.75,12.0,0
1747,OGL Bascome,Papua New Guinea,3,9.0,0.0,0.0,0.0,0,9.0,60.0,0.0,0
1748,OGL Bascome,Scotland,6,7.0,0.0,0.0,0.0,0,7.0,140.0,0.0,0
1749,OGL Bascome,Singapore,3,5.0,0.0,0.0,0.0,0,5.0,125.0,0.0,0
1750,OGL Bascome,Kenya,3,2.0,0.0,0.0,0.0,0,2.0,50.0,0.0,0
1751,OGL Bascome,Namibia,6,1.0,0.0,0.0,0.0,0,1.0,50.0,0.0,0
1752,RJ Trott,Papua New Guinea,6,19.0,0.0,0.0,0.0,0,19.0,70.37,0.0,0
1753,RJ Trott,Canada,12,4.67,0.0,0.0,0.0,0,8.0,60.0,0.0,0
1754,RJ Trott,Cayman Islands,9,5.0,13.67,0.0,0.0,0,5.0,83.33,16.0,0
1755,RJ Trott,Kenya,6,0.0,22.0,0.0,0.0,0,5.0,83.33,18.0,0
1756,RJ Trott,Ireland,3,0.0,0.0,0.0,0.0,0,2.0,50.0,0.0,0
1757,RJ Trott,Scotland,12,0.5,50.0,0.0,0.0,3,1.0,25.0,42.0,0
1758,RJ Trott,Netherlands,6,0.0,31.0,0.0,0.0,3,0.0,0.0,24.0,0
1759,RJ Trott,Namibia,6,0.0,21.0,0.0,0.0,3,0.0,0.0,12.0,0
1760,RJ Trott,United States of America,6,0.0,0.0,0.0,0.0,0,,0.0,0.0,0
1761,RJ Trott,Singapore,3,0.0,20.0,0.0,0.0,0,,0.0,18.0,0
1762,DC Stovell,Cayman Islands,6,0.0,10.5,0.0,0.0,0,18.0,112.5,12.0,0
1763,DC Stovell,Scotland,6,12.0,40.0,0.0,0.0,0,12.0,120.0,24.0,0
1764,DC Stovell,Netherlands,6,7.0,0.0,0.0,0.0,0,7.0,53.84,0.0,0
1765,DC Stovell,Kenya,6,4.0,0.0,0.0,0.0,0,4.0,80.0,0.0,0
1766,DC Stovell,Papua New Guinea,6,1.0,0.0,0.0,0.0,0,1.0,20.0,0.0,0
1767,DC Stovell,Singapore,6,0.0,17.0,0.0,0.0,3,0.0,0.0,12.0,0
1768,OO Bascome,Scotland,3,16.0,0.0,0.0,0.0,0,16.0,106.66,0.0,0
1769,OO Bascome,Netherlands,3,6.0,0.0,0.0,0.0,0,6.0,75.0,0.0,0
1770,OO Bascome,Canada,3,2.0,0.0,0.0,0.0,0,2.0,33.33,0.0,0
1771,GH O'Brien,Scotland,9,7.0,21.0,0.0,0.0,0,7.0,100.0,24.0,0
1772,GH O'Brien,Ireland,6,7.0,6.5,0.0,0.0,0,7.0,100.0,12.0,0
1773,GH O'Brien,Canada,12,3.5,39.0,0.0,0.0,3,7.0,87.5,30.0,0
1774,GH O'Brien,Kenya,6,6.0,17.0,0.0,0.0,0,6.0,50.0,18.0,0
1775,GH O'Brien,Netherlands,6,0.0,0.0,0.0,0.0,0,5.0,83.33,0.0,0
1776,GH O'Brien,United States of America,6,0.0,13.0,0.0,0.0,0,,0.0,12.0,0
1777,GH O'Brien,Cayman Islands,3,0.0,7.5,0.0,0.0,0,,0.0,12.0,0
1778,GH O'Brien,Singapore,3,0.0,26.0,0.0,0.0,0,,0.0,21.0,0
1779,S Smith,Scotland,3,0.0,0.0,0.0,0.0,0,7.0,43.75,0.0,0
1780,S Smith,Namibia,3,0.0,0.0,0.0,0.0,0,5.0,62.5,0.0,0
1781,S Smith,Canada,3,0.0,0.0,0.0,0.0,0,2.0,66.66,0.0,0
1782,S Smith,United States of America,0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0
1783,S Smith,Cayman Islands,0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0
1784,JE Pitcher,United States of America,6,0.0,26.0,0.0,0.0,0,5.0,125.0,18.0,0
1785,JE Pitcher,Cayman Islands,6,0.0,0.0,0.0,0.0,0,,0.0,0.0,0
1786,KC Hodsoll,Canada,6,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0
1787,M Simmons,Canada,6,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0
1788,M Simmons,Cayman Islands,0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0
1789,PM Seelaar,Scotland,48,14.33,25.0,0.0,3.0,0,96.0,110.09,20.67,0
1790,PM Seelaar,Ireland,51,9.4,21.73,0.0,0.0,0,36.0,80.68,17.45,0
1791,PM Seelaar,United Arab Emirates,33,14.67,40.67,0.0,0.0,0,34.0,119.19,37.0,0
1792,PM Seelaar,Zimbabwe,15,30.0,10.83,0.0,0.0,0,29.0,122.5,9.0,0
1793,PM Seelaar,Kenya,21,6.5,19.8,0.0,0.0,0,24.0,102.3,18.0,3
1794,PM Seelaar,Papua New Guinea,9,21.0,0.0,0.0,0.0,0,21.0,65.62,0.0,0
1795,PM Seelaar,Namibia,6,17.0,0.0,0.0,0.0,0,17.0,85.0,0.0,0
1796,PM Seelaar,Bangladesh,12,0.0,0.0,0.0,0.0,0,9.0,122.5,0.0,0
1797,PM Seelaar,Nepal,21,3.4,36.0,0.0,0.0,0,6.0,93.75,30.0,0
1798,PM Seelaar,Afghanistan,15,1.5,25.0,0.0,0.0,0,6.0,100.0,26.0,0
1799,PM Seelaar,Singapore,6,6.0,0.0,0.0,0.0,0,6.0,85.71,0.0,0
1800,PM Seelaar,Sri Lanka,3,3.0,0.0,0.0,0.0,0,3.0,100.0,0.0,0
1801,PM Seelaar,South Africa,6,2.0,0.0,0.0,0.0,0,2.0,50.0,0.0,0
1802,PM Seelaar,Oman,9,0.5,29.0,0.0,0.0,0,2.0,40.0,24.0,0
1803,PM Seelaar,Hong Kong,9,1.5,13.0,0.0,0.0,0,2.0,50.0,12.0,0
1804,PM Seelaar,Pakistan,6,1.0,18.0,0.0,0.0,0,1.0,50.0,12.0,0
1805,PM Seelaar,Canada,12,0.0,7.83,0.0,0.0,3,0.0,0.0,11.0,0
1806,PM Seelaar,England,6,0.0,47.0,0.0,0.0,0,,0.0,36.0,0
1807,PM Seelaar,New Zealand,3,0.0,0.0,0.0,0.0,0,,0.0,0.0,0
1808,PM Seelaar,Bermuda,3,0.0,5.0,0.0,0.0,0,,0.0,12.0,0
1809,BN Cooper,Ireland,24,47.83,0.0,0.0,6.0,0,91.0,125.32,0.0,0
1810,BN Cooper,Nepal,12,20.5,0.0,0.0,3.0,3,66.0,104.44,0.0,0
1811,BN Cooper,Bermuda,3,58.0,0.0,0.0,3.0,0,58.0,152.63,0.0,0
1812,BN Cooper,Zimbabwe,9,30.0,0.0,0.0,3.0,0,54.0,151.32,0.0,0
1813,BN Cooper,United Arab Emirates,21,47.75,0.0,0.0,3.0,0,50.0,113.8,0.0,0
1814,BN Cooper,Oman,6,25.0,0.0,0.0,3.0,3,50.0,73.53,0.0,0
1815,BN Cooper,Papua New Guinea,6,25.0,0.0,0.0,0.0,0,41.0,103.03,0.0,0
1816,BN Cooper,Scotland,30,15.5,0.0,0.0,0.0,3,40.0,84.22,0.0,0
1817,BN Cooper,Afghanistan,3,18.0,0.0,0.0,0.0,0,36.0,156.52,0.0,0
1818,BN Cooper,Kenya,6,18.0,0.0,0.0,0.0,3,36.0,64.28,0.0,0
1819,BN Cooper,Hong Kong,3,22.0,0.0,0.0,0.0,0,22.0,115.78,0.0,0
1820,BN Cooper,Bangladesh,3,20.0,0.0,0.0,0.0,0,20.0,133.33,0.0,0
1821,BN Cooper,Sri Lanka,3,8.0,0.0,0.0,0.0,0,8.0,80.0,0.0,0
1822,BN Cooper,South Africa,3,5.0,0.0,0.0,0.0,0,5.0,83.33,0.0,0
1823,BN Cooper,Namibia,3,3.0,0.0,0.0,0.0,0,3.0,75.0,0.0,0
1824,BN Cooper,New Zealand,3,0.0,0.0,0.0,0.0,0,1.0,16.66,0.0,0
1825,BN Cooper,England,3,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0
1826,BN Cooper,Singapore,3,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0
1827,TP Visee,Ireland,15,25.4,0.0,0.0,3.0,3,78.0,159.16,0.0,0
1828,TP Visee,Scotland,21,20.29,0.0,0.0,3.0,6,71.0,92.63,0.0,0
1829,TP Visee,Hong Kong,6,34.0,0.0,0.0,3.0,3,68.0,79.06,0.0,0
1830,TP Visee,Oman,6,27.5,0.0,0.0,0.0,0,44.0,146.67,0.0,0
