,player,Op,NOI,Bat_Avg,Bowl_Avg,Centuries,Fifties,Zeros,Highest_Score,Avg_Bat_SR,Avg_Bowl_SR,FF
0,DJ Malan,New Zealand,21,64.0,27.0,3.0,9.0,0,103.0,146.26,12.0,0
1,DJ Malan,South Africa,6,44.5,0.0,0.0,3.0,0,78.0,134.46,0.0,0
2,DJ Malan,Australia,6,30.0,0.0,0.0,3.0,0,50.0,119.44,0.0,0
3,EJG Morgan,New Zealand,42,32.62,0.0,0.0,6.0,3,91.0,128.17,0.0,0
4,EJG Morgan,South Africa,42,28.92,0.0,0.0,9.0,3,85.0,133.17,0.0,0
5,EJG Morgan,Australia,33,24.7,0.0,0.0,3.0,3,74.0,136.23,0.0,0
6,EJG Morgan,West Indies,36,27.62,0.0,0.0,6.0,0,71.0,106.67,0.0,0
7,EJG Morgan,India,33,31.4,0.0,0.0,6.0,0,71.0,123.57,0.0,0
8,EJG Morgan,Pakistan,36,42.86,0.0,0.0,6.0,0,67.0,120.6,0.0,0
9,EJG Morgan,Sri Lanka,24,33.5,0.0,0.0,3.0,0,57.0,109.62,0.0,0
10,EJG Morgan,Ireland,3,45.0,0.0,0.0,0.0,0,45.0,121.62,0.0,0
11,EJG Morgan,Afghanistan,6,13.5,0.0,0.0,0.0,3,27.0,58.7,0.0,0
12,EJG Morgan,Netherlands,6,6.0,0.0,0.0,0.0,0,6.0,75.0,0.0,0
13,SW Billings,West Indies,6,35.0,0.0,0.0,3.0,0,87.0,148.8,0.0,0
14,SW Billings,Pakistan,9,23.67,0.0,0.0,3.0,0,53.0,140.57,0.0,0
15,SW Billings,Australia,9,13.67,0.0,0.0,0.0,0,29.0,88.59,0.0,0
16,SW Billings,India,9,11.33,0.0,0.0,0.0,3,22.0,117.78,0.0,0
17,SW Billings,New Zealand,24,14.6,0.0,0.0,0.0,3,21.0,92.78,0.0,0
18,SW Billings,South Africa,9,5.0,0.0,0.0,0.0,0,12.0,89.14,0.0,0
19,SW Billings,Sri Lanka,0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0
20,JJ Roy,New Zealand,12,32.5,0.0,0.0,3.0,0,78.0,153.93,0.0,0
21,JJ Roy,South Africa,27,31.89,0.0,0.0,6.0,0,70.0,158.31,0.0,0
22,JJ Roy,Sri Lanka,9,37.0,0.0,0.0,3.0,3,69.0,99.78,0.0,0
23,JJ Roy,India,21,25.86,0.0,0.0,3.0,0,67.0,139.12,0.0,0
24,JJ Roy,Australia,12,18.0,0.0,0.0,0.0,0,44.0,120.21,0.0,0
25,JJ Roy,Pakistan,12,14.75,0.0,0.0,0.0,3,29.0,96.7,0.0,0
26,JJ Roy,West Indies,9,5.0,0.0,0.0,0.0,6,15.0,33.33,0.0,0
27,JJ Roy,Afghanistan,3,5.0,0.0,0.0,0.0,0,5.0,71.42,0.0,0
28,JC Buttler,Sri Lanka,18,47.0,0.0,0.0,6.0,0,73.0,142.75,0.0,0
29,JC Buttler,India,27,20.1,0.0,0.0,3.0,3,69.0,123.14,0.0,0
30,JC Buttler,West Indies,27,22.5,0.0,0.0,3.0,6,67.0,104.53,0.0,0
31,JC Buttler,Australia,27,22.22,0.0,0.0,3.0,3,61.0,123.96,0.0,0
32,JC Buttler,South Africa,33,26.73,0.0,0.0,6.0,0,57.0,149.12,0.0,0
33,JC Buttler,New Zealand,24,25.14,0.0,0.0,3.0,0,54.0,128.73,0.0,0
34,JC Buttler,Pakistan,18,11.33,0.0,0.0,0.0,0,33.0,89.94,0.0,0
35,JC Buttler,Afghanistan,6,10.5,0.0,0.0,0.0,0,15.0,137.14,0.0,0
36,JC Buttler,Netherlands,3,6.0,0.0,0.0,0.0,0,6.0,42.85,0.0,0
37,MM Ali,Australia,12,0.0,30.5,0.0,3.0,3,72.0,156.52,15.0,0
38,MM Ali,Afghanistan,6,0.0,17.0,0.0,0.0,0,41.0,124.24,12.0,0
39,MM Ali,South Africa,42,13.6,33.4,0.0,0.0,3,39.0,131.12,24.0,0
40,MM Ali,New Zealand,9,18.0,17.0,0.0,0.0,0,36.0,156.52,18.0,0
41,MM Ali,Sri Lanka,15,9.0,0.0,0.0,0.0,3,27.0,122.72,0.0,0
42,MM Ali,Pakistan,18,6.5,38.0,0.0,0.0,6,13.0,28.89,33.0,0
43,MM Ali,West Indies,15,3.75,38.0,0.0,0.0,3,7.0,120.36,24.0,0
44,MM Ali,India,27,2.25,34.75,0.0,0.0,3,6.0,47.92,26.0,0
45,MM Ali,Netherlands,6,3.0,0.0,0.0,0.0,0,3.0,42.85,0.0,0
46,JM Bairstow,West Indies,18,20.75,0.0,0.0,3.0,0,68.0,118.33,0.0,0
47,JM Bairstow,South Africa,21,35.43,0.0,0.0,6.0,0,64.0,157.4,0.0,0
48,JM Bairstow,Pakistan,9,85.0,0.0,0.0,3.0,0,60.0,90.9,0.0,0
49,JM Bairstow,New Zealand,24,17.75,0.0,0.0,0.0,3,47.0,129.57,0.0,0
50,JM Bairstow,India,15,14.0,0.0,0.0,0.0,3,28.0,82.66,0.0,0
51,JM Bairstow,Australia,3,0.0,0.0,0.0,0.0,0,14.0,175.0,0.0,0
52,JM Bairstow,Afghanistan,3,12.0,0.0,0.0,0.0,0,12.0,240.0,0.0,0
53,JM Bairstow,Sri Lanka,3,1.0,0.0,0.0,0.0,0,2.0,100.0,0.0,0
54,JM Vince,New Zealand,15,24.0,0.0,0.0,3.0,0,59.0,99.75,0.0,0
55,JM Vince,Pakistan,12,40.25,0.0,0.0,0.0,0,46.0,126.94,0.0,0
56,JM Vince,Afghanistan,3,22.0,0.0,0.0,0.0,0,22.0,122.22,0.0,0
57,JM Vince,Australia,3,21.0,0.0,0.0,0.0,0,21.0,100.0,0.0,0
58,JM Vince,Sri Lanka,3,16.0,0.0,0.0,0.0,0,16.0,114.28,0.0,0
59,BA Stokes,South Africa,36,20.0,29.8,0.0,0.0,0,47.0,125.71,21.6,0
60,BA Stokes,India,24,20.0,50.5,0.0,0.0,0,38.0,101.61,39.0,0
61,BA Stokes,West Indies,24,10.5,0.0,0.0,0.0,3,31.0,118.31,0.0,0
62,BA Stokes,Sri Lanka,9,32.0,0.0,0.0,0.0,0,26.0,348.14,0.0,0
63,BA Stokes,New Zealand,15,16.5,15.2,0.0,0.0,0,24.0,182.3,12.0,0
64,BA Stokes,Afghanistan,6,7.0,28.0,0.0,0.0,0,7.0,87.5,18.0,0
65,BA Stokes,Australia,12,6.0,65.0,0.0,0.0,0,5.0,112.5,42.0,0
66,BA Stokes,Pakistan,6,4.0,0.0,0.0,0.0,0,4.0,57.14,0.0,0
67,CR Woakes,Pakistan,12,52.0,22.0,0.0,0.0,0,37.0,184.22,16.0,0
68,CR Woakes,Australia,12,0.0,31.5,0.0,0.0,0,19.0,155.0,21.0,0
69,CR Woakes,Sri Lanka,12,9.0,62.0,0.0,0.0,0,7.0,88.88,42.0,0
70,CR Woakes,India,6,0.0,43.0,0.0,0.0,3,0.0,0.0,24.0,0
71,CR Woakes,New Zealand,3,0.0,0.0,0.0,0.0,0,,0.0,0.0,0
72,CJ Jordan,New Zealand,39,11.33,23.11,0.0,0.0,0,36.0,284.56,16.48,0
73,CJ Jordan,West Indies,30,9.0,18.1,0.0,0.0,0,27.0,159.34,13.8,3
74,CJ Jordan,Australia,21,27.0,20.83,0.0,0.0,0,16.0,109.59,15.0,0
75,CJ Jordan,South Africa,51,5.5,29.83,0.0,0.0,6,16.0,132.85,17.72,0
76,CJ Jordan,Afghanistan,6,15.0,27.0,0.0,0.0,0,15.0,83.33,24.0,0
77,CJ Jordan,Netherlands,6,14.0,13.0,0.0,0.0,0,14.0,100.0,18.0,0
78,CJ Jordan,Sri Lanka,21,1.75,13.08,0.0,0.0,0,5.0,162.5,10.0,3
79,CJ Jordan,India,30,0.6,34.33,0.0,0.0,9,3.0,25.0,23.44,0
80,CJ Jordan,Pakistan,15,0.0,133.0,0.0,0.0,3,0.0,0.0,78.0,0
81,T Banton,New Zealand,9,18.67,0.0,0.0,0.0,0,31.0,170.0,0.0,0
82,JL Denly,West Indies,12,10.67,21.0,0.0,0.0,0,30.0,68.38,15.0,0
83,JL Denly,Pakistan,12,13.0,0.0,0.0,0.0,0,20.0,83.33,0.0,0
84,JL Denly,Sri Lanka,6,20.0,4.75,0.0,0.0,0,20.0,117.64,6.0,3
85,JL Denly,South Africa,15,4.5,9.0,0.0,0.0,3,14.0,56.25,6.0,0
86,JL Denly,Australia,3,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0
87,DJ Willey,India,18,33.0,28.33,0.0,0.0,0,29.0,97.78,22.0,0
88,DJ Willey,West Indies,30,9.0,11.8,0.0,0.0,0,21.0,90.28,10.2,3
89,DJ Willey,New Zealand,21,9.25,27.0,0.0,0.0,0,21.0,203.33,17.0,0
90,DJ Willey,Afghanistan,6,0.0,11.5,0.0,0.0,0,20.0,117.64,12.0,0
91,DJ Willey,Pakistan,21,6.33,40.0,0.0,0.0,0,12.0,110.0,26.0,0
92,DJ Willey,Australia,18,3.25,17.57,0.0,0.0,0,10.0,108.33,12.43,0
93,DJ Willey,South Africa,24,2.0,52.67,0.0,0.0,3,7.0,83.33,36.0,0
94,DJ Willey,Sri Lanka,3,0.0,13.0,0.0,0.0,0,,0.0,12.0,0
95,SM Curran,New Zealand,24,7.0,25.5,0.0,0.0,0,24.0,133.84,18.0,0
96,LS Livingstone,South Africa,6,8.0,0.0,0.0,0.0,3,16.0,44.44,0.0,0
97,L Gregory,New Zealand,15,4.2,29.0,0.0,0.0,3,15.0,133.33,24.0,0
98,TK Curran,New Zealand,21,6.5,28.4,0.0,0.0,0,14.0,136.67,19.2,0
99,TK Curran,Australia,9,3.0,0.0,0.0,0.0,0,6.0,300.0,0.0,0
100,TK Curran,West Indies,18,1.5,18.2,0.0,0.0,0,2.0,75.0,12.0,3
101,TK Curran,South Africa,24,1.0,17.4,0.0,0.0,3,2.0,75.0,11.4,0
102,TK Curran,Sri Lanka,3,0.0,0.0,0.0,0.0,0,,0.0,0.0,0
103,TK Curran,Pakistan,3,0.0,28.0,0.0,0.0,0,,0.0,24.0,0
104,JW Dernbach,India,18,2.4,22.43,0.0,0.0,0,12.0,171.42,15.81,3
105,JW Dernbach,Australia,21,1.2,28.29,0.0,0.0,0,5.0,87.5,16.29,0
106,JW Dernbach,West Indies,27,0.67,45.4,0.0,0.0,0,3.0,87.5,31.2,0
107,JW Dernbach,Sri Lanka,12,1.0,34.0,0.0,0.0,0,2.0,100.0,22.0,0
108,JW Dernbach,New Zealand,18,0.0,18.88,0.0,0.0,3,0.0,0.0,13.5,0
109,JW Dernbach,Pakistan,9,0.0,17.0,0.0,0.0,0,,0.0,16.5,0
110,JW Dernbach,South Africa,12,0.0,33.67,0.0,0.0,0,,0.0,22.0,0
111,JW Dernbach,Afghanistan,3,0.0,8.0,0.0,0.0,0,,0.0,7.0,0
112,LA Dawson,New Zealand,6,10.0,27.0,0.0,0.0,0,10.0,333.33,24.0,0
113,LA Dawson,South Africa,9,7.0,55.0,0.0,0.0,0,7.0,140.0,48.0,0
114,LA Dawson,Sri Lanka,3,0.0,9.0,0.0,0.0,0,,0.0,8.0,0
115,LA Dawson,India,3,0.0,0.0,0.0,0.0,0,,0.0,0.0,0
116,LA Dawson,Australia,3,0.0,0.0,0.0,0.0,0,,0.0,0.0,0
117,AU Rashid,South Africa,42,2.5,39.5,0.0,0.0,3,9.0,60.59,28.0,0
118,AU Rashid,New Zealand,30,3.8,32.71,0.0,0.0,0,8.0,144.44,23.14,0
119,AU Rashid,Sri Lanka,12,1.67,22.33,0.0,0.0,0,5.0,166.66,20.0,0
120,AU Rashid,West Indies,27,0.83,11.27,0.0,0.0,0,4.0,75.0,10.91,0
121,AU Rashid,India,21,1.0,44.33,0.0,0.0,3,4.0,133.33,34.0,0
122,AU Rashid,Pakistan,18,0.6,33.0,0.0,0.0,0,3.0,150.0,30.0,0
123,AU Rashid,Australia,15,0.25,30.75,0.0,0.0,0,1.0,25.0,22.5,0
124,AU Rashid,Netherlands,3,0.0,36.0,0.0,0.0,0,,0.0,24.0,0
125,AU Rashid,Afghanistan,3,0.0,9.0,0.0,0.0,0,,0.0,9.0,0
126,MA Wood,Australia,6,0.0,26.0,0.0,0.0,0,5.0,55.55,21.0,0
127,MA Wood,New Zealand,9,5.0,15.4,0.0,0.0,0,5.0,166.66,8.4,0
128,MA Wood,South Africa,12,0.0,25.67,0.0,0.0,0,,0.0,14.0,0
129,MA Wood,West Indies,3,0.0,3.0,0.0,0.0,0,,0.0,6.0,0
130,PR Brown,New Zealand,15,1.33,42.67,0.0,0.0,0,4.0,44.44,26.0,0
131,S Mahmood,New Zealand,15,3.5,38.33,0.0,0.0,0,4.0,104.16,20.0,0
132,A Khan,West Indies,6,2.0,17.0,0.0,0.0,0,2.0,50.0,12.0,0
133,RJW Topley,South Africa,12,0.5,0.0,0.0,0.0,0,1.0,50.0,0.0,0
134,RJW Topley,Australia,3,0.0,35.0,0.0,0.0,0,,0.0,24.0,0
135,RJW Topley,Pakistan,3,0.0,8.0,0.0,0.0,0,,0.0,8.0,0
136,RJW Topley,West Indies,3,0.0,22.0,0.0,0.0,0,,0.0,13.0,0
137,TS Mills,India,12,0.0,31.33,0.0,0.0,3,0.0,0.0,24.0,0
138,TS Mills,Sri Lanka,3,0.0,0.0,0.0,0.0,0,,0.0,0.0,0
139,WB Rankin,New Zealand,3,0.0,24.0,0.0,0.0,0,,0.0,24.0,0
140,WB Rankin,United Arab Emirates,21,8.5,8.33,0.0,0.0,3,16.0,92.59,10.0,0
141,WB Rankin,India,15,7.5,0.0,0.0,0.0,0,10.0,81.73,0.0,0
142,WB Rankin,Netherlands,24,1.6,25.0,0.0,0.0,3,8.0,50.0,22.8,0
143,WB Rankin,Kenya,12,3.5,11.67,0.0,0.0,0,7.0,116.66,12.0,0
144,WB Rankin,Afghanistan,34,1.5,25.55,0.0,0.0,0,7.0,96.67,17.61,0
145,WB Rankin,Pakistan,6,0.0,0.0,0.0,0.0,0,5.0,100.0,0.0,0
146,WB Rankin,West Indies,6,1.0,17.5,0.0,0.0,0,1.0,20.0,12.0,0
147,WB Rankin,Oman,12,0.0,38.5,0.0,0.0,3,0.0,0.0,33.0,0
148,WB Rankin,Namibia,6,0.0,8.5,0.0,0.0,3,0.0,0.0,9.0,0
149,WB Rankin,Bangladesh,9,0.0,38.5,0.0,0.0,0,,0.0,27.0,0
150,WB Rankin,Sri Lanka,3,0.0,13.5,0.0,0.0,0,,0.0,12.0,0
151,WB Rankin,England,3,0.0,12.5,0.0,0.0,0,,0.0,12.0,0
152,WB Rankin,Scotland,12,0.0,14.67,0.0,0.0,0,,0.0,14.0,0
153,WB Rankin,Canada,6,0.0,28.5,0.0,0.0,0,,0.0,24.0,0
154,WB Rankin,Australia,3,0.0,0.0,0.0,0.0,0,,0.0,0.0,0
155,WB Rankin,Hong Kong,6,0.0,19.5,0.0,0.0,0,,0.0,24.0,0
156,WB Rankin,Nepal,3,0.0,0.0,0.0,0.0,0,,0.0,0.0,0
157,WB Rankin,Jersey,3,0.0,30.0,0.0,0.0,0,,0.0,24.0,0
158,WB Rankin,Nigeria,3,0.0,0.0,0.0,0.0,0,,0.0,0.0,0
159,JC Archer,Pakistan,3,0.0,14.5,0.0,0.0,0,,0.0,12.0,0
160,MW Parkinson,New Zealand,6,0.0,12.2,0.0,0.0,0,,0.0,7.2,3
161,AJ Finch,Zimbabwe,6,87.5,0.0,3.0,0.0,0,172.0,143.16,0.0,0
162,AJ Finch,England,27,70.83,0.0,3.0,9.0,0,156.0,180.19,0.0,0
163,AJ Finch,India,39,31.15,0.0,0.0,6.0,6,89.0,106.51,0.0,0
164,AJ Finch,Bangladesh,3,71.0,0.0,0.0,3.0,0,71.0,157.77,0.0,0
165,AJ Finch,Pakistan,39,36.22,0.0,0.0,9.0,3,68.0,112.97,0.0,0
166,AJ Finch,Sri Lanka,27,27.12,0.0,0.0,6.0,3,64.0,110.98,0.0,0
167,AJ Finch,South Africa,32,28.62,0.0,0.0,2.0,0,55.0,132.24,0.0,0
168,AJ Finch,New Zealand,6,0.0,0.0,0.0,0.0,0,36.0,197.8,0.0,0
169,AJ Finch,West Indies,6,10.0,0.0,0.0,0.0,0,16.0,106.05,0.0,0
170,AJ Finch,United Arab Emirates,3,1.0,0.0,0.0,0.0,0,1.0,16.66,0.0,0
171,GJ Maxwell,Sri Lanka,24,70.25,25.0,3.0,6.0,0,145.0,234.68,20.0,0
172,GJ Maxwell,India,54,32.09,33.67,3.0,3.0,0,113.0,123.99,30.0,0
173,GJ Maxwell,England,45,32.5,19.17,3.0,0.0,0,103.0,133.76,14.0,0
174,GJ Maxwell,South Africa,48,23.75,48.33,0.0,3.0,3,75.0,126.56,42.0,0
175,GJ Maxwell,Pakistan,60,19.08,20.29,0.0,6.0,0,74.0,116.1,17.14,0
176,GJ Maxwell,Zimbabwe,9,56.0,7.0,0.0,3.0,3,56.0,73.68,6.0,0
177,GJ Maxwell,West Indies,9,22.5,0.0,0.0,0.0,0,45.0,204.54,0.0,0
178,GJ Maxwell,New Zealand,15,56.5,9.0,0.0,0.0,0,40.0,148.71,9.0,0
179,GJ Maxwell,Bangladesh,12,15.5,0.0,0.0,0.0,0,26.0,170.0,0.0,0
180,GJ Maxwell,United Arab Emirates,3,18.0,0.0,0.0,0.0,0,18.0,112.5,0.0,0
181,GJ Maxwell,Ireland,3,0.0,12.0,0.0,0.0,0,,0.0,12.0,0
182,DA Warner,Sri Lanka,36,55.88,0.0,3.0,12.0,3,100.0,111.64,0.0,0
183,DA Warner,South Africa,41,34.58,0.0,0.0,11.0,6,89.0,128.35,0.0,0
184,DA Warner,India,27,27.5,0.0,0.0,6.0,0,72.0,127.74,0.0,0
185,DA Warner,West Indies,27,34.56,0.0,0.0,9.0,3,67.0,135.82,0.0,0
186,DA Warner,Pakistan,45,29.0,0.0,0.0,6.0,3,59.0,121.5,0.0,0
187,DA Warner,New Zealand,21,22.57,0.0,0.0,3.0,0,59.0,146.77,0.0,0
188,DA Warner,England,27,17.67,0.0,0.0,3.0,0,53.0,95.81,0.0,0
189,DA Warner,Bangladesh,9,27.0,0.0,0.0,0.0,0,48.0,157.16,0.0,0
190,DA Warner,Ireland,3,26.0,0.0,0.0,0.0,0,26.0,113.04,0.0,0
191,SPD Smith,England,15,59.5,21.0,0.0,3.0,0,90.0,107.1,18.0,0
192,SPD Smith,Pakistan,36,24.14,23.8,0.0,6.0,3,80.0,103.39,15.6,0
193,SPD Smith,Sri Lanka,27,20.67,21.25,0.0,3.0,0,53.0,114.64,17.25,0
194,SPD Smith,South Africa,23,30.0,0.0,0.0,0.0,0,45.0,119.74,0.0,0
195,SPD Smith,Bangladesh,9,20.5,14.5,0.0,0.0,0,27.0,128.84,12.0,0
196,SPD Smith,India,12,12.0,34.0,0.0,0.0,0,21.0,94.44,24.0,0
197,SPD Smith,West Indies,12,2.67,18.67,0.0,0.0,0,8.0,160.0,16.0,0
198,SPD Smith,New Zealand,9,2.0,33.0,0.0,0.0,0,6.0,85.71,30.0,0
199,DJM Short,New Zealand,12,43.33,0.0,0.0,6.0,0,76.0,146.46,0.0,0
200,DJM Short,Pakistan,27,22.5,28.0,0.0,3.0,0,76.0,102.7,27.0,0
201,DJM Short,United Arab Emirates,6,0.0,0.0,0.0,3.0,0,68.0,128.3,0.0,0
202,DJM Short,Zimbabwe,6,46.0,0.0,0.0,0.0,0,46.0,109.52,0.0,0
203,DJM Short,India,21,26.2,39.0,0.0,0.0,0,40.0,101.66,30.0,0
204,DJM Short,England,9,41.0,0.0,0.0,0.0,0,36.0,130.81,0.0,0
205,DJM Short,South Africa,6,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0
206,MS Wade,India,12,31.25,0.0,0.0,3.0,0,72.0,113.96,0.0,0
207,MS Wade,England,12,10.0,0.0,0.0,0.0,0,19.0,151.07,0.0,0
208,MS Wade,South Africa,14,7.86,0.0,0.0,0.0,0,18.0,99.56,0.0,0
209,MS Wade,West Indies,6,4.5,0.0,0.0,0.0,0,17.0,52.5,0.0,0
210,MS Wade,Sri Lanka,3,4.67,0.0,0.0,0.0,0,14.0,60.86,0.0,0
211,MS Wade,Pakistan,12,10.33,0.0,0.0,0.0,0,13.0,84.75,0.0,0
212,MS Wade,Ireland,0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0
213,MC Henriques,India,12,41.0,0.0,0.0,3.0,0,62.0,107.89,0.0,0
214,MC Henriques,Sri Lanka,24,25.33,93.0,0.0,3.0,0,56.0,105.34,60.0,0
215,MC Henriques,New Zealand,3,1.0,0.0,0.0,0.0,0,1.0,50.0,0.0,0
216,MC Henriques,England,3,0.0,17.5,0.0,0.0,0,,0.0,9.0,0
217,MC Henriques,South Africa,3,0.0,15.0,0.0,0.0,0,,0.0,18.0,0
218,TM Head,India,15,28.33,0.0,0.0,0.0,0,48.0,93.56,0.0,0
219,TM Head,Zimbabwe,3,24.0,0.0,0.0,0.0,0,48.0,114.28,0.0,0
220,TM Head,Sri Lanka,18,29.75,16.0,0.0,0.0,0,45.0,150.3,12.0,0
221,TM Head,Pakistan,9,23.0,0.0,0.0,0.0,0,20.0,152.94,0.0,0
222,TM Head,England,9,10.5,0.0,0.0,0.0,0,15.0,98.07,0.0,0
223,CA Lynn,New Zealand,6,20.67,0.0,0.0,0.0,0,44.0,135.9,0.0,0
224,CA Lynn,India,18,15.83,0.0,0.0,0.0,0,37.0,119.28,0.0,0
225,CA Lynn,England,9,21.33,0.0,0.0,0.0,3,33.0,112.28,0.0,0
226,CA Lynn,United Arab Emirates,3,20.0,0.0,0.0,0.0,0,20.0,153.84,0.0,0
227,CA Lynn,Pakistan,9,12.0,0.0,0.0,0.0,0,15.0,89.01,0.0,0
228,CA Lynn,South Africa,3,14.0,0.0,0.0,0.0,0,14.0,140.0,0.0,0
229,AT Carey,Pakistan,15,7.62,0.0,0.0,0.0,0,37.0,100.27,0.0,0
230,AT Carey,India,6,10.33,0.0,0.0,0.0,0,27.0,104.38,0.0,0
231,AT Carey,South Africa,11,14.64,0.0,0.0,0.0,0,27.0,124.03,0.0,0
232,AT Carey,Zimbabwe,3,8.0,0.0,0.0,0.0,0,16.0,94.11,0.0,0
233,AT Carey,England,6,4.0,0.0,0.0,0.0,0,5.0,100.0,0.0,0
234,AT Carey,New Zealand,6,1.0,0.0,0.0,0.0,3,1.0,100.0,0.0,0
235,AT Carey,United Arab Emirates,0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0
236,AT Carey,Sri Lanka,0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0
237,MR Marsh,South Africa,31,24.57,21.75,0.0,0.0,0,36.0,180.19,15.0,0
238,MR Marsh,New Zealand,6,24.0,26.0,0.0,0.0,0,24.0,104.34,24.0,0
239,MR Marsh,Pakistan,12,21.0,5.5,0.0,0.0,0,21.0,89.4,6.0,0
240,MR Marsh,India,9,13.0,30.0,0.0,0.0,3,13.0,50.0,24.0,0
241,MR Marsh,England,6,13.0,0.0,0.0,0.0,0,13.0,100.0,0.0,0
242,MR Marsh,Bangladesh,6,6.0,0.0,0.0,0.0,0,6.0,100.0,0.0,0
243,MP Stoinis,India,24,17.5,23.0,0.0,0.0,0,33.0,100.79,16.0,0
244,MP Stoinis,Pakistan,15,9.33,38.5,0.0,0.0,0,16.0,113.33,25.0,0
245,MP Stoinis,Zimbabwe,12,0.0,42.0,0.0,0.0,0,12.0,135.71,30.0,0
246,MP Stoinis,England,21,5.33,28.0,0.0,0.0,3,10.0,59.85,24.0,0
247,MP Stoinis,South Africa,3,5.0,0.0,0.0,0.0,0,5.0,166.66,0.0,0
248,MP Stoinis,New Zealand,12,1.33,75.0,0.0,0.0,0,4.0,80.0,54.0,0
249,BR McDermott,India,9,34.0,0.0,0.0,0.0,3,32.0,57.77,0.0,0
250,BR McDermott,Pakistan,12,7.5,0.0,0.0,0.0,3,21.0,68.86,0.0,0
251,BR McDermott,United Arab Emirates,3,0.0,0.0,0.0,0.0,0,10.0,100.0,0.0,0
252,BR McDermott,Sri Lanka,3,5.0,0.0,0.0,0.0,0,5.0,71.42,0.0,0
253,BR McDermott,South Africa,3,4.0,0.0,0.0,0.0,0,4.0,66.66,0.0,0
254,AC Agar,England,12,9.67,38.0,0.0,0.0,0,29.0,126.08,33.0,0
255,AC Agar,South Africa,19,10.83,10.96,0.0,0.0,0,20.0,115.83,9.5,3
256,AC Agar,Pakistan,30,5.29,40.0,0.0,0.0,0,19.0,106.7,30.0,0
257,AC Agar,New Zealand,18,2.75,18.2,0.0,0.0,0,9.0,76.25,14.4,0
258,AC Agar,Zimbabwe,9,5.0,19.0,0.0,0.0,0,5.0,100.0,21.0,0
259,AC Agar,United Arab Emirates,3,0.0,0.0,0.0,0.0,0,,0.0,0.0,0
260,AC Agar,Sri Lanka,9,0.0,21.33,0.0,0.0,0,,0.0,24.0,0
261,AJ Turner,Sri Lanka,24,12.25,14.0,0.0,0.0,0,22.0,110.36,12.0,0
262,AJ Turner,Pakistan,3,4.0,0.0,0.0,0.0,0,8.0,53.33,0.0,0
263,AJ Turner,India,3,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0
264,PSP Handscomb,India,6,33.0,0.0,0.0,0.0,0,20.0,98.88,0.0,0
265,AJ Tye,England,12,6.67,47.0,0.0,0.0,0,20.0,181.81,36.0,0
266,AJ Tye,Pakistan,33,6.25,20.0,0.0,0.0,3,12.0,121.11,14.17,0
267,AJ Tye,India,27,3.2,49.5,0.0,0.0,3,12.0,64.1,29.17,0
268,AJ Tye,South Africa,9,0.0,19.33,0.0,0.0,3,0.0,0.0,10.67,0
269,AJ Tye,Sri Lanka,9,0.0,23.0,0.0,0.0,3,0.0,0.0,14.0,0
270,AJ Tye,New Zealand,9,0.0,14.62,0.0,0.0,0,,0.0,9.0,3
271,AJ Tye,Zimbabwe,6,0.0,6.67,0.0,0.0,0,,0.0,8.0,0
272,AJ Tye,United Arab Emirates,3,0.0,39.0,0.0,0.0,0,,0.0,24.0,0
273,PJ Cummins,West Indies,9,6.5,25.67,0.0,0.0,0,13.0,86.66,16.0,0
274,PJ Cummins,India,12,3.5,18.75,0.0,0.0,0,7.0,233.33,16.5,0
275,PJ Cummins,Pakistan,30,1.8,20.29,0.0,0.0,3,7.0,89.58,18.86,0
276,PJ Cummins,South Africa,32,0.39,17.31,0.0,0.0,3,3.0,42.85,16.46,0
277,PJ Cummins,Sri Lanka,24,0.6,19.5,0.0,0.0,3,3.0,100.0,16.5,0
278,PJ Cummins,England,6,0.0,12.5,0.0,0.0,3,0.0,0.0,12.0,0
279,PJ Cummins,Ireland,3,0.0,0.0,0.0,0.0,0,,0.0,0.0,0
280,KW Richardson,India,6,9.0,0.0,0.0,0.0,0,9.0,128.57,0.0,0
281,KW Richardson,England,12,0.0,29.75,0.0,0.0,3,0.0,0.0,18.0,0
282,KW Richardson,Pakistan,12,0.0,14.0,0.0,0.0,0,,0.0,12.0,0
283,KW Richardson,South Africa,11,0.0,40.17,0.0,0.0,0,,0.0,34.0,0
284,KW Richardson,New Zealand,9,0.0,24.5,0.0,0.0,0,,0.0,18.0,0
285,KW Richardson,Sri Lanka,9,0.0,31.5,0.0,0.0,0,,0.0,33.0,0
286,DT Christian,India,12,3.0,30.5,0.0,0.0,0,9.0,69.23,19.5,0
287,DT Christian,England,12,6.0,35.0,0.0,0.0,3,6.0,150.0,24.0,0
288,DT Christian,West Indies,18,2.33,15.0,0.0,0.0,0,4.0,150.0,11.14,0
289,DT Christian,Pakistan,12,5.0,30.0,0.0,0.0,0,3.0,83.33,24.0,0
290,DT Christian,New Zealand,6,0.0,0.0,0.0,0.0,0,,0.0,0.0,0
